   234.375   9342.309 0 # matmult_lib
  3359.375   9226.026 0 # matmult_lib
  6484.375   9021.643 0 # matmult_lib
  3359.375   9089.263 0 # matmult_lib
 37734.375   8922.074 0 # matmult_lib
 72109.375   8692.804 0 # matmult_lib
  6484.375   8714.848 0 # matmult_lib
 72109.375   8638.304 0 # matmult_lib
137734.375   8705.531 0 # matmult_lib
  3359.375   9005.362 0 # matmult_lib
 37734.375   9079.070 0 # matmult_lib
 72109.375   9034.817 0 # matmult_lib
 37734.375   9001.369 0 # matmult_lib
103359.375   9209.452 0 # matmult_lib
168984.375   8945.707 0 # matmult_lib
 72109.375   8398.544 0 # matmult_lib
168984.375   9075.910 0 # matmult_lib
265859.375   8771.767 0 # matmult_lib
  6484.375   8836.727 0 # matmult_lib
 72109.375   8871.921 0 # matmult_lib
137734.375   8705.531 0 # matmult_lib
 72109.375   8611.308 0 # matmult_lib
168984.375   9062.263 0 # matmult_lib
265859.375   8988.384 0 # matmult_lib
137734.375   8501.925 0 # matmult_lib
265859.375   8997.544 0 # matmult_lib
393984.375   8850.986 0 # matmult_lib
