   234.375   1637.036 0 # matmult_kmn
  3359.375   1570.722 0 # matmult_kmn
  6484.375   1457.760 0 # matmult_kmn
  3359.375   1459.521 0 # matmult_kmn
 37734.375   1138.973 0 # matmult_kmn
 72109.375   1069.728 0 # matmult_kmn
  6484.375   1242.204 0 # matmult_kmn
 72109.375   1124.926 0 # matmult_kmn
137734.375   1024.219 0 # matmult_kmn
  3359.375   1594.117 0 # matmult_kmn
 37734.375   1560.379 0 # matmult_kmn
 72109.375   1277.326 0 # matmult_kmn
 37734.375   1373.613 0 # matmult_kmn
103359.375    988.940 0 # matmult_kmn
168984.375    953.181 0 # matmult_kmn
 72109.375    986.404 0 # matmult_kmn
168984.375    975.549 0 # matmult_kmn
265859.375    953.376 0 # matmult_kmn
  6484.375   1594.837 0 # matmult_kmn
 72109.375   1485.989 0 # matmult_kmn
137734.375   1093.855 0 # matmult_kmn
 72109.375   1373.780 0 # matmult_kmn
168984.375    996.597 0 # matmult_kmn
265859.375    982.370 0 # matmult_kmn
