   234.375   1601.042 0 # matmult_nmk
  3359.375   1170.715 0 # matmult_nmk
  6484.375    330.798 0 # matmult_nmk
  3359.375   1491.268 0 # matmult_nmk
 37734.375   1136.771 0 # matmult_nmk
 72109.375   1263.891 0 # matmult_nmk
  6484.375   1260.493 0 # matmult_nmk
 72109.375    870.929 0 # matmult_nmk
137734.375    323.474 0 # matmult_nmk
  3359.375    740.385 0 # matmult_nmk
 37734.375    815.281 0 # matmult_nmk
 72109.375    797.713 0 # matmult_nmk
 37734.375    666.600 0 # matmult_nmk
103359.375    678.341 0 # matmult_nmk
168984.375    597.375 0 # matmult_nmk
 72109.375    666.639 0 # matmult_nmk
168984.375    702.650 0 # matmult_nmk
265859.375    697.024 0 # matmult_nmk
  6484.375    520.384 0 # matmult_nmk
 72109.375    458.536 0 # matmult_nmk
137734.375    441.448 0 # matmult_nmk
 72109.375    558.270 0 # matmult_nmk
