   234.375   1048.794 0 # matmult_blk 20
  3359.375    987.894 0 # matmult_blk 20
  6484.375    845.208 0 # matmult_blk 20
  3359.375    783.336 0 # matmult_blk 20
 37734.375    781.572 0 # matmult_blk 20
 72109.375    763.583 0 # matmult_blk 20
  6484.375    691.191 0 # matmult_blk 20
 72109.375    729.154 0 # matmult_blk 20
137734.375    794.732 0 # matmult_blk 20
  3359.375   1033.058 0 # matmult_blk 20
 37734.375    945.735 0 # matmult_blk 20
 72109.375    829.007 0 # matmult_blk 20
 37734.375    793.762 0 # matmult_blk 20
103359.375    800.346 0 # matmult_blk 20
168984.375    782.135 0 # matmult_blk 20
 72109.375    746.376 0 # matmult_blk 20
168984.375    785.823 0 # matmult_blk 20
265859.375    784.159 0 # matmult_blk 20
  6484.375    971.520 0 # matmult_blk 20
 72109.375    850.710 0 # matmult_blk 20
137734.375    895.953 0 # matmult_blk 20
 72109.375    795.870 0 # matmult_blk 20
168984.375    797.959 0 # matmult_blk 20
