   234.375   1583.713 0 # matmult_mnk
  3359.375   1106.159 0 # matmult_mnk
  6484.375    310.457 0 # matmult_mnk
  3359.375   1572.283 0 # matmult_mnk
 37734.375    857.899 0 # matmult_mnk
 72109.375    302.363 0 # matmult_mnk
  6484.375   1556.162 0 # matmult_mnk
 72109.375    782.846 0 # matmult_mnk
137734.375    305.294 0 # matmult_mnk
  3359.375    629.466 0 # matmult_mnk
 37734.375    463.427 0 # matmult_mnk
 72109.375    518.441 0 # matmult_mnk
 37734.375    449.037 0 # matmult_mnk
103359.375    448.673 0 # matmult_mnk
168984.375    530.549 0 # matmult_mnk
 72109.375    437.122 0 # matmult_mnk
168984.375    462.110 0 # matmult_mnk
